tid,vid,tname,vname,otid,ovid,otname,ovname
65000010,001,新北市板橋區,留侯里,10001010,001,臺北縣板橋市,留侯里
65000010,002,新北市板橋區,流芳里,10001010,002,臺北縣板橋市,流芳里
65000010,003,新北市板橋區,赤松里,10001010,003,臺北縣板橋市,赤松里
65000010,004,新北市板橋區,黃石里,10001010,004,臺北縣板橋市,黃石里
65000010,005,新北市板橋區,挹秀里,10001010,005,臺北縣板橋市,挹秀里
65000010,006,新北市板橋區,湳興里,10001010,006,臺北縣板橋市,湳興里
65000010,007,新北市板橋區,新興里,10001010,007,臺北縣板橋市,新興里
65000010,008,新北市板橋區,社後里,10001010,008,臺北縣板橋市,社後里
65000010,009,新北市板橋區,香社里,10001010,009,臺北縣板橋市,香社里
65000010,010,新北市板橋區,中正里,10001010,010,臺北縣板橋市,中正里
65000010,011,新北市板橋區,自強里,10001010,011,臺北縣板橋市,自強里
65000010,012,新北市板橋區,自立里,10001010,012,臺北縣板橋市,自立里
65000010,013,新北市板橋區,光華里,10001010,013,臺北縣板橋市,光華里
65000010,014,新北市板橋區,國光里,10001010,014,臺北縣板橋市,國光里
65000010,015,新北市板橋區,港尾里,10001010,015,臺北縣板橋市,港尾里
65000010,016,新北市板橋區,金華里,10001010,016,臺北縣板橋市,金華里
65000010,017,新北市板橋區,港德里,10001010,017,臺北縣板橋市,港德里
65000010,018,新北市板橋區,民權里,10001010,018,臺北縣板橋市,民權里
65000010,019,新北市板橋區,建國里,10001010,019,臺北縣板橋市,建國里
65000010,020,新北市板橋區,漢生里,10001010,020,臺北縣板橋市,漢生里
65000010,021,新北市板橋區,公舘里,10001010,021,臺北縣板橋市,公舘里
65000010,022,新北市板橋區,新民里,10001010,022,臺北縣板橋市,新民里
65000010,023,新北市板橋區,幸福里,10001010,023,臺北縣板橋市,幸福里
65000010,024,新北市板橋區,忠誠里,10001010,024,臺北縣板橋市,忠誠里
65000010,025,新北市板橋區,百壽里,10001010,025,臺北縣板橋市,百壽里
65000010,026,新北市板橋區,介壽里,10001010,026,臺北縣板橋市,介壽里
65000010,027,新北市板橋區,新埔里,10001010,027,臺北縣板橋市,新埔里
65000010,028,新北市板橋區,華江里,10001010,028,臺北縣板橋市,華江里
65000010,029,新北市板橋區,江翠里,10001010,029,臺北縣板橋市,江翠里
65000010,030,新北市板橋區,純翠里,10001010,030,臺北縣板橋市,純翠里
65000010,031,新北市板橋區,溪頭里,10001010,031,臺北縣板橋市,溪頭里
65000010,032,新北市板橋區,聯翠里,10001010,032,臺北縣板橋市,聯翠里
65000010,033,新北市板橋區,宏翠里,10001010,033,臺北縣板橋市,宏翠里
65000010,034,新北市板橋區,仁翠里,10001010,034,臺北縣板橋市,仁翠里
65000010,035,新北市板橋區,新翠里,10001010,035,臺北縣板橋市,新翠里
65000010,036,新北市板橋區,吉翠里,10001010,036,臺北縣板橋市,吉翠里
65000010,037,新北市板橋區,德翠里,10001010,037,臺北縣板橋市,德翠里
65000010,038,新北市板橋區,滿翠里,10001010,038,臺北縣板橋市,滿翠里
65000010,039,新北市板橋區,明翠里,10001010,039,臺北縣板橋市,明翠里
65000010,040,新北市板橋區,松翠里,10001010,040,臺北縣板橋市,松翠里
65000010,041,新北市板橋區,柏翠里,10001010,041,臺北縣板橋市,柏翠里
65000010,042,新北市板橋區,龍翠里,10001010,042,臺北縣板橋市,龍翠里
65000010,043,新北市板橋區,華翠里,10001010,043,臺北縣板橋市,華翠里
65000010,044,新北市板橋區,忠翠里,10001010,044,臺北縣板橋市,忠翠里
65000010,045,新北市板橋區,嵐翠里,10001010,045,臺北縣板橋市,嵐翠里
65000010,046,新北市板橋區,文翠里,10001010,046,臺北縣板橋市,文翠里
65000010,047,新北市板橋區,青翠里,10001010,047,臺北縣板橋市,青翠里
65000010,048,新北市板橋區,懷翠里,10001010,048,臺北縣板橋市,懷翠里
65000010,049,新北市板橋區,福翠里,10001010,049,臺北縣板橋市,福翠里
65000010,050,新北市板橋區,港嘴里,10001010,050,臺北縣板橋市,港嘴里
65000010,051,新北市板橋區,振興里,10001010,051,臺北縣板橋市,振興里
65000010,052,新北市板橋區,振義里,10001010,052,臺北縣板橋市,振義里
65000010,053,新北市板橋區,光復里,10001010,053,臺北縣板橋市,光復里
65000010,054,新北市板橋區,埔墘里,10001010,054,臺北縣板橋市,埔墘里
65000010,055,新北市板橋區,長壽里,10001010,055,臺北縣板橋市,長壽里
65000010,056,新北市板橋區,福壽里,10001010,056,臺北縣板橋市,福壽里
65000010,057,新北市板橋區,海山里,10001010,057,臺北縣板橋市,海山里
65000010,058,新北市板橋區,九如里,10001010,058,臺北縣板橋市,九如里
65000010,059,新北市板橋區,玉光里,10001010,059,臺北縣板橋市,玉光里
65000010,060,新北市板橋區,光仁里,10001010,060,臺北縣板橋市,光仁里
65000010,061,新北市板橋區,埤墘里,10001010,061,臺北縣板橋市,埤墘里
65000010,062,新北市板橋區,永安里,10001010,062,臺北縣板橋市,永安里
65000010,063,新北市板橋區,雙玉里,10001010,063,臺北縣板橋市,雙玉里
65000010,064,新北市板橋區,廣新里,10001010,064,臺北縣板橋市,廣新里
65000010,065,新北市板橋區,深丘里,10001010,065,臺北縣板橋市,深丘里
65000010,066,新北市板橋區,香丘里,10001010,066,臺北縣板橋市,香丘里
65000010,067,新北市板橋區,西安里,10001010,067,臺北縣板橋市,西安里
65000010,068,新北市板橋區,東丘里,10001010,068,臺北縣板橋市,東丘里
65000010,069,新北市板橋區,長安里,10001010,069,臺北縣板橋市,長安里
65000010,070,新北市板橋區,福丘里,10001010,070,臺北縣板橋市,福丘里
65000010,071,新北市板橋區,福祿里,10001010,071,臺北縣板橋市,福祿里
65000010,072,新北市板橋區,民族里,10001010,072,臺北縣板橋市,民族里
65000010,073,新北市板橋區,國泰里,10001010,073,臺北縣板橋市,國泰里
65000010,074,新北市板橋區,福德里,10001010,074,臺北縣板橋市,福德里
65000010,075,新北市板橋區,景星里,10001010,075,臺北縣板橋市,景星里
65000010,076,新北市板橋區,福星里,10001010,076,臺北縣板橋市,福星里
65000010,077,新北市板橋區,鄉雲里,10001010,077,臺北縣板橋市,鄉雲里
65000010,078,新北市板橋區,廣德里,10001010,078,臺北縣板橋市,廣德里
65000010,079,新北市板橋區,大豐里,10001010,079,臺北縣板橋市,大豐里
65000010,080,新北市板橋區,重慶里,10001010,080,臺北縣板橋市,重慶里
65000010,081,新北市板橋區,仁愛里,10001010,081,臺北縣板橋市,仁愛里
65000010,082,新北市板橋區,和平里,10001010,082,臺北縣板橋市,和平里
65000010,083,新北市板橋區,廣福里,10001010,083,臺北縣板橋市,廣福里
65000010,084,新北市板橋區,華興里,10001010,084,臺北縣板橋市,華興里
65000010,085,新北市板橋區,華貴里,10001010,085,臺北縣板橋市,華貴里
65000010,086,新北市板橋區,華德里,10001010,086,臺北縣板橋市,華德里
65000010,087,新北市板橋區,華東里,10001010,087,臺北縣板橋市,華東里
65000010,088,新北市板橋區,信義里,10001010,088,臺北縣板橋市,信義里
65000010,089,新北市板橋區,浮洲里,10001010,089,臺北縣板橋市,浮洲里
65000010,090,新北市板橋區,華中里,10001010,090,臺北縣板橋市,華中里
65000010,091,新北市板橋區,僑中里,10001010,091,臺北縣板橋市,僑中里
65000010,092,新北市板橋區,中山里,10001010,092,臺北縣板橋市,中山里
65000010,093,新北市板橋區,復興里,10001010,093,臺北縣板橋市,復興里
65000010,094,新北市板橋區,大安里,10001010,094,臺北縣板橋市,大安里
65000010,095,新北市板橋區,福安里,10001010,095,臺北縣板橋市,福安里
65000010,096,新北市板橋區,聚安里,10001010,096,臺北縣板橋市,聚安里
65000010,097,新北市板橋區,龍安里,10001010,097,臺北縣板橋市,龍安里
65000010,098,新北市板橋區,崑崙里,10001010,098,臺北縣板橋市,崑崙里
65000010,099,新北市板橋區,溪洲里,10001010,099,臺北縣板橋市,溪洲里
65000010,100,新北市板橋區,溪北里,10001010,100,臺北縣板橋市,溪北里
65000010,101,新北市板橋區,香雅里,10001010,101,臺北縣板橋市,香雅里
65000010,102,新北市板橋區,新生里,10001010,102,臺北縣板橋市,新生里
65000010,103,新北市板橋區,文德里,10001010,103,臺北縣板橋市,文德里
65000010,104,新北市板橋區,文化里,10001010,104,臺北縣板橋市,文化里
65000010,105,新北市板橋區,新海里,10001010,105,臺北縣板橋市,新海里
65000010,106,新北市板橋區,莒光里,10001010,106,臺北縣板橋市,莒光里
65000010,107,新北市板橋區,富貴里,10001010,107,臺北縣板橋市,富貴里
65000010,108,新北市板橋區,正泰里,10001010,108,臺北縣板橋市,正泰里
65000010,109,新北市板橋區,民生里,10001010,109,臺北縣板橋市,民生里
65000010,110,新北市板橋區,後埔里,10001010,110,臺北縣板橋市,後埔里
65000010,111,新北市板橋區,華福里,10001010,111,臺北縣板橋市,華福里
65000010,112,新北市板橋區,堂春里,10001010,112,臺北縣板橋市,堂春里
65000010,113,新北市板橋區,成和里,10001010,113,臺北縣板橋市,成和里
65000010,114,新北市板橋區,光榮里,10001010,114,臺北縣板橋市,光榮里
65000010,115,新北市板橋區,民安里,10001010,115,臺北縣板橋市,民安里
65000010,116,新北市板橋區,陽明里,10001010,116,臺北縣板橋市,陽明里
65000010,117,新北市板橋區,朝陽里,10001010,117,臺北縣板橋市,朝陽里
65000010,118,新北市板橋區,松柏里,10001010,118,臺北縣板橋市,松柏里
65000010,119,新北市板橋區,文聖里,10001010,119,臺北縣板橋市,文聖里
65000010,120,新北市板橋區,居仁里,10001010,120,臺北縣板橋市,居仁里
65000010,121,新北市板橋區,莊敬里,10001010,121,臺北縣板橋市,莊敬里
65000010,122,新北市板橋區,東安里,10001010,122,臺北縣板橋市,東安里
65000010,123,新北市板橋區,五權里,10001010,123,臺北縣板橋市,五權里
65000010,124,新北市板橋區,溪福里,10001010,124,臺北縣板橋市,溪福里
65000010,125,新北市板橋區,大觀里,10001010,125,臺北縣板橋市,大觀里
65000010,126,新北市板橋區,歡園里,10001010,126,臺北縣板橋市,歡園里
,,,,,,,
65000020,001,新北市三重區,大有里,10001020,001,臺北縣三重市,大有里
65000020,002,新北市三重區,二重里,10001020,002,臺北縣三重市,二重里
65000020,003,新北市三重區,頂崁里,10001020,003,臺北縣三重市,頂崁里
65000020,004,新北市三重區,谷王里,10001020,004,臺北縣三重市,谷王里
65000020,005,新北市三重區,中興里,10001020,005,臺北縣三重市,中興里
65000020,006,新北市三重區,德厚里,10001020,006,臺北縣三重市,德厚里
65000020,007,新北市三重區,成功里,10001020,007,臺北縣三重市,成功里
65000020,008,新北市三重區,福祉里,10001020,008,臺北縣三重市,福祉里
65000020,009,新北市三重區,福民里,10001020,009,臺北縣三重市,福民里
65000020,010,新北市三重區,過田里,10001020,010,臺北縣三重市,過田里
65000020,011,新北市三重區,錦田里,10001020,011,臺北縣三重市,錦田里
65000020,012,新北市三重區,重明里,10001020,012,臺北縣三重市,重明里
65000020,013,新北市三重區,光田里,10001020,013,臺北縣三重市,光田里
65000020,014,新北市三重區,光陽里,10001020,014,臺北縣三重市,光陽里
65000020,015,新北市三重區,田心里,10001020,015,臺北縣三重市,田心里
65000020,016,新北市三重區,福田里,10001020,016,臺北縣三重市,福田里
65000020,017,新北市三重區,田中里,10001020,017,臺北縣三重市,田中里
65000020,018,新北市三重區,田安里,10001020,018,臺北縣三重市,田安里
65000020,019,新北市三重區,三民里,10001020,019,臺北縣三重市,三民里
65000020,020,新北市三重區,光明里,10001020,020,臺北縣三重市,光明里
65000020,021,新北市三重區,光正里,10001020,021,臺北縣三重市,光正里
65000020,022,新北市三重區,同安里,10001020,022,臺北縣三重市,同安里
65000020,023,新北市三重區,同慶里,10001020,023,臺北縣三重市,同慶里
65000020,024,新北市三重區,菜寮里,10001020,024,臺北縣三重市,菜寮里
