tid,vid,tname,vname,otid,ovid,otname,ovname
67000030,011,臺南市白河區,仙草里,10011030,011,臺南縣白河鎮,仙草里
67000030,012,臺南市白河區,關嶺里,10011030,012,臺南縣白河鎮,關嶺里
67000030,013,臺南市白河區,玉豐里,10011030,013,臺南縣白河鎮,玉豐里
67000030,014,臺南市白河區,大竹里,10011030,014,臺南縣白河鎮,大竹里
67000030,015,臺南市白河區,詔安里,10011030,015,臺南縣白河鎮,詔安里
67000030,016,臺南市白河區,廣安里,10011030,016,臺南縣白河鎮,廣安里
67000030,017,臺南市白河區,蓮潭里,10011030,017,臺南縣白河鎮,蓮潭里
67000030,018,臺南市白河區,竹門里,10011030,018,臺南縣白河鎮,竹門里
67000030,019,臺南市白河區,崎內里,10011030,019,臺南縣白河鎮,崎內里
67000030,020,臺南市白河區,昇安里,10011030,020,臺南縣白河鎮,昇安里
67000030,021,臺南市白河區,汴頭里,10011030,021,臺南縣白河鎮,汴頭里
67000030,022,臺南市白河區,內角里,10011030,022,臺南縣白河鎮,內角里
67000030,023,臺南市白河區,草店里,10011030,023,臺南縣白河鎮,草店里
67000030,024,臺南市白河區,甘宅里,10011030,024,臺南縣白河鎮,甘宅里
,,,,,,,
67000040,001,臺南市柳營區,士林里,10011040,001,臺南縣柳營鄉,士林村
67000040,002,臺南市柳營區,光福里,10011040,002,臺南縣柳營鄉,光福村
67000040,003,臺南市柳營區,中埕里,10011040,003,臺南縣柳營鄉,中埕村
67000040,004,臺南市柳營區,東昇里,10011040,004,臺南縣柳營鄉,東昇村
67000040,005,臺南市柳營區,八翁里,10011040,005,臺南縣柳營鄉,八翁村
67000040,006,臺南市柳營區,人和里,10011040,006,臺南縣柳營鄉,人和村
67000040,007,臺南市柳營區,太康里,10011040,007,臺南縣柳營鄉,太康村
67000040,008,臺南市柳營區,重溪里,10011040,008,臺南縣柳營鄉,重溪村
67000040,009,臺南市柳營區,篤農里,10011040,009,臺南縣柳營鄉,篤農村
67000040,010,臺南市柳營區,大農里,10011040,010,臺南縣柳營鄉,大農村
67000040,011,臺南市柳營區,神農里,10011040,011,臺南縣柳營鄉,神農村
67000040,012,臺南市柳營區,果毅里,10011040,012,臺南縣柳營鄉,果毅村
67000040,013,臺南市柳營區,旭山里,10011040,013,臺南縣柳營鄉,旭山村
,,,,,,,
67000050,001,臺南市後壁區,後壁里,10011050,001,臺南縣後壁鄉,後壁村
67000050,002,臺南市後壁區,侯伯里,10011050,002,臺南縣後壁鄉,侯伯村
67000050,003,臺南市後壁區,嘉苳里,10011050,003,臺南縣後壁鄉,嘉苳村
67000050,004,臺南市後壁區,土溝里,10011050,004,臺南縣後壁鄉,土溝村
67000050,005,臺南市後壁區,嘉田里,10011050,005,臺南縣後壁鄉,嘉田村
67000050,006,臺南市後壁區,嘉民里,10011050,006,臺南縣後壁鄉,嘉民村
67000050,007,臺南市後壁區,菁豊里,10011050,007,臺南縣後壁鄉,菁豊村
67000050,008,臺南市後壁區,崁頂里,10011050,008,臺南縣後壁鄉,崁頂村
67000050,009,臺南市後壁區,仕安里,10011050,009,臺南縣後壁鄉,仕安村
67000050,010,臺南市後壁區,竹新里,10011050,010,臺南縣後壁鄉,竹新村
67000050,011,臺南市後壁區,新東里,10011050,011,臺南縣後壁鄉,新東村
67000050,012,臺南市後壁區,頂安里,10011050,012,臺南縣後壁鄉,頂安村
67000050,013,臺南市後壁區,長安里,10011050,013,臺南縣後壁鄉,長安村
67000050,014,臺南市後壁區,福安里,10011050,014,臺南縣後壁鄉,福安村
67000050,015,臺南市後壁區,烏樹里,10011050,015,臺南縣後壁鄉,烏樹村
67000050,016,臺南市後壁區,後廍里,10011050,017,臺南縣後壁鄉,後廍村
67000050,017,臺南市後壁區,墨林里,10011050,018,臺南縣後壁鄉,墨林村
67000050,018,臺南市後壁區,菁寮里,10011050,019,臺南縣後壁鄉,菁寮村
67000050,019,臺南市後壁區,新嘉里,10011050,020,臺南縣後壁鄉,新嘉村
67000050,020,臺南市後壁區,頂長里,10011050,021,臺南縣後壁鄉,頂長村
67000050,021,臺南市後壁區,平安里,10011050,022,臺南縣後壁鄉,平安村
,,,,,,,
67000060,001,臺南市東山區,東山里,10011060,001,臺南縣東山鄉,東山村
67000060,002,臺南市東山區,東中里,10011060,002,臺南縣東山鄉,東中村
67000060,003,臺南市東山區,東正里,10011060,003,臺南縣東山鄉,東正村
67000060,004,臺南市東山區,三榮里,10011060,004,臺南縣東山鄉,三榮村
67000060,005,臺南市東山區,大客里,10011060,005,臺南縣東山鄉,大客村
67000060,006,臺南市東山區,科里里,10011060,006,臺南縣東山鄉,科里村
67000060,007,臺南市東山區,東河里,10011060,007,臺南縣東山鄉,東河村
67000060,008,臺南市東山區,南溪里,10011060,008,臺南縣東山鄉,南溪村
67000060,009,臺南市東山區,水雲里,10011060,009,臺南縣東山鄉,水雲村
67000060,010,臺南市東山區,林安里,10011060,010,臺南縣東山鄉,林安村
67000060,011,臺南市東山區,東原里,10011060,011,臺南縣東山鄉,東原村
67000060,012,臺南市東山區,嶺南里,10011060,012,臺南縣東山鄉,嶺南村
67000060,013,臺南市東山區,南勢里,10011060,013,臺南縣東山鄉,南勢村
67000060,014,臺南市東山區,青山里,10011060,014,臺南縣東山鄉,青山村
67000060,015,臺南市東山區,高原里,10011060,015,臺南縣東山鄉,高原村
67000060,016,臺南市東山區,聖賢里,10011060,016,臺南縣東山鄉,聖賢村
,,,,,,,
67000070,001,臺南市麻豆區,穀興里,10011070,001,臺南縣麻豆鎮,穀興里
67000070,002,臺南市麻豆區,保安里,10011070,002,臺南縣麻豆鎮,保安里
67000070,003,臺南市麻豆區,東角里,10011070,003,臺南縣麻豆鎮,東角里
67000070,004,臺南市麻豆區,晋江里,10011070,004,臺南縣麻豆鎮,晋江里
67000070,005,臺南市麻豆區,巷口里,10011070,005,臺南縣麻豆鎮,巷口里
67000070,006,臺南市麻豆區,中興里,10011070,006,臺南縣麻豆鎮,中興里
67000070,007,臺南市麻豆區,興農里,10011070,007,臺南縣麻豆鎮,興農里
67000070,008,臺南市麻豆區,新建里,10011070,008,臺南縣麻豆鎮,新建里
67000070,009,臺南市麻豆區,油車里,10011070,009,臺南縣麻豆鎮,油車里
67000070,010,臺南市麻豆區,北勢里,10011070,010,臺南縣麻豆鎮,北勢里
67000070,011,臺南市麻豆區,大埕里,10011070,011,臺南縣麻豆鎮,大埕里
67000070,012,臺南市麻豆區,總榮里,10011070,012,臺南縣麻豆鎮,總榮里
67000070,013,臺南市麻豆區,龍泉里,10011070,013,臺南縣麻豆鎮,龍泉里
67000070,014,臺南市麻豆區,南勢里,10011070,014,臺南縣麻豆鎮,南勢里
67000070,015,臺南市麻豆區,寮廍里,10011070,015,臺南縣麻豆鎮,寮廍里
67000070,016,臺南市麻豆區,小埤里,10011070,016,臺南縣麻豆鎮,小埤里
67000070,017,臺南市麻豆區,埤頭里,10011070,017,臺南縣麻豆鎮,埤頭里
67000070,018,臺南市麻豆區,大山里,10011070,018,臺南縣麻豆鎮,大山里
67000070,019,臺南市麻豆區,海埔里,10011070,019,臺南縣麻豆鎮,海埔里
67000070,020,臺南市麻豆區,莊禮里,10011070,020,臺南縣麻豆鎮,莊禮里
67000070,021,臺南市麻豆區,港尾里,10011070,021,臺南縣麻豆鎮,港尾里
67000070,022,臺南市麻豆區,麻口里,10011070,022,臺南縣麻豆鎮,麻口里
67000070,023,臺南市麻豆區,安東里,10011070,023,臺南縣麻豆鎮,安東里
67000070,024,臺南市麻豆區,安業里,10011070,024,臺南縣麻豆鎮,安業里
67000070,025,臺南市麻豆區,安西里,10011070,025,臺南縣麻豆鎮,安西里
67000070,026,臺南市麻豆區,謝安里,10011070,026,臺南縣麻豆鎮,謝安里
67000070,027,臺南市麻豆區,中民里,10011070,027,臺南縣麻豆鎮,中民里
67000070,028,臺南市麻豆區,安正里,10011070,028,臺南縣麻豆鎮,安正里
67000070,029,臺南市麻豆區,磚井里,10011070,029,臺南縣麻豆鎮,磚井里
,,,,,,,
67000080,001,臺南市下營區,下營里,10011080,001,臺南縣下營鄉,下營村
67000080,002,臺南市下營區,仁里里,10011080,002,臺南縣下營鄉,仁里村
67000080,003,臺南市下營區,宅內里,10011080,003,臺南縣下營鄉,宅內村
67000080,004,臺南市下營區,後街里,10011080,004,臺南縣下營鄉,後街村
67000080,005,臺南市下營區,新興里,10011080,005,臺南縣下營鄉,新興村
67000080,006,臺南市下營區,營前里,10011080,006,臺南縣下營鄉,營前村
67000080,007,臺南市下營區,大屯里,10011080,007,臺南縣下營鄉,大屯村
67000080,008,臺南市下營區,大埤里,10011080,008,臺南縣下營鄉,大埤村
67000080,009,臺南市下營區,茅港里,10011080,009,臺南縣下營鄉,茅港村
67000080,010,臺南市下營區,中營里,10011080,010,臺南縣下營鄉,中營村
67000080,011,臺南市下營區,開化里,10011080,011,臺南縣下營鄉,開化村
67000080,012,臺南市下營區,西連里,10011080,012,臺南縣下營鄉,西連村
67000080,013,臺南市下營區,賀建里,10011080,013,臺南縣下營鄉,賀建村
67000080,014,臺南市下營區,甲中里,10011080,014,臺南縣下營鄉,甲中村
67000080,015,臺南市下營區,紅厝里,10011080,015,臺南縣下營鄉,紅厝村
,,,,,,,
67000090,001,臺南市六甲區,六甲里,10011090,001,臺南縣六甲鄉,六甲村
67000090,002,臺南市六甲區,甲東里,10011090,002,臺南縣六甲鄉,甲東村
67000090,003,臺南市六甲區,甲南里,10011090,003,臺南縣六甲鄉,甲南村
67000090,004,臺南市六甲區,龍湖里,10011090,004,臺南縣六甲鄉,龍湖村
67000090,005,臺南市六甲區,七甲里,10011090,005,臺南縣六甲鄉,七甲村
67000090,006,臺南市六甲區,二甲里,10011090,006,臺南縣六甲鄉,二甲村
67000090,007,臺南市六甲區,水林里,10011090,007,臺南縣六甲鄉,水林村
67000090,008,臺南市六甲區,中社里,10011090,008,臺南縣六甲鄉,中社村
67000090,009,臺南市六甲區,龜港里,10011090,009,臺南縣六甲鄉,龜港村
67000090,010,臺南市六甲區,菁埔里,10011090,010,臺南縣六甲鄉,菁埔村
67000090,011,臺南市六甲區,王爺里,10011090,011,臺南縣六甲鄉,王爺村
67000090,012,臺南市六甲區,大丘里,10011090,012,臺南縣六甲鄉,大丘村
,,,,,,,
67000100,001,臺南市官田區,官田里,10011100,001,臺南縣官田鄉,官田村
67000100,002,臺南市官田區,二鎮里,10011100,002,臺南縣官田鄉,二鎮村
67000100,003,臺南市官田區,湖山里,10011100,003,臺南縣官田鄉,湖山村
67000100,004,臺南市官田區,嘉南里,10011100,004,臺南縣官田鄉,嘉南村
67000100,005,臺南市官田區,大崎里,10011100,005,臺南縣官田鄉,大崎村
67000100,006,臺南市官田區,隆田里,10011100,006,臺南縣官田鄉,隆田村
67000100,007,臺南市官田區,隆本里,10011100,007,臺南縣官田鄉,隆本村
67000100,008,臺南市官田區,南廍里,10011100,008,臺南縣官田鄉,南廍村
67000100,009,臺南市官田區,東庄里,10011100,009,臺南縣官田鄉,東庄村
67000100,010,臺南市官田區,西庄里,10011100,010,臺南縣官田鄉,西庄村
67000100,011,臺南市官田區,拔林里,10011100,011,臺南縣官田鄉,拔林村
67000100,012,臺南市官田區,渡頭里,10011100,012,臺南縣官田鄉,渡頭村
67000100,013,臺南市官田區,社子里,10011100,013,臺南縣官田鄉,社子村
,,,,,,,
67000110,001,臺南市大內區,石湖里,10011110,001,臺南縣大內鄉,石湖村
67000110,002,臺南市大內區,石林里,10011110,002,臺南縣大內鄉,石林村
67000110,003,臺南市大內區,石城里,10011110,003,臺南縣大內鄉,石城村
67000110,004,臺南市大內區,內江里,10011110,004,臺南縣大內鄉,內江村
67000110,005,臺南市大內區,大內里,10011110,005,臺南縣大內鄉,大內村
67000110,006,臺南市大內區,內郭里,10011110,006,臺南縣大內鄉,內郭村
67000110,007,臺南市大內區,頭社里,10011110,007,臺南縣大內鄉,頭社村
67000110,008,臺南市大內區,環湖里,10011110,008,臺南縣大內鄉,環湖村
67000110,009,臺南市大內區,二溪里,10011110,009,臺南縣大內鄉,二溪村
67000110,010,臺南市大內區,曲溪里,10011110,010,臺南縣大內鄉,曲溪村
,,,,,,,
67000120,001,臺南市佳里區,東寧里,10011120,001,臺南縣佳里鎮,東寧里
67000120,002,臺南市佳里區,忠仁里,10011120,002,臺南縣佳里鎮,忠仁里
67000120,003,臺南市佳里區,鎮山里,10011120,003,臺南縣佳里鎮,鎮山里
67000120,004,臺南市佳里區,建南里,10011120,004,臺南縣佳里鎮,建南里
67000120,005,臺南市佳里區,安西里,10011120,005,臺南縣佳里鎮,安西里
67000120,006,臺南市佳里區,六安里,10011120,006,臺南縣佳里鎮,六安里
67000120,007,臺南市佳里區,佳化里,10011120,007,臺南縣佳里鎮,佳化里
67000120,008,臺南市佳里區,禮化里,10011120,008,臺南縣佳里鎮,禮化里
67000120,009,臺南市佳里區,興化里,10011120,009,臺南縣佳里鎮,興化里
67000120,010,臺南市佳里區,營頂里,10011120,010,臺南縣佳里鎮,營頂里
67000120,011,臺南市佳里區,溪州里,10011120,011,臺南縣佳里鎮,溪州里
67000120,012,臺南市佳里區,海澄里,10011120,012,臺南縣佳里鎮,海澄里
67000120,013,臺南市佳里區,漳洲里,10011120,013,臺南縣佳里鎮,漳洲里
67000120,014,臺南市佳里區,頂廍里,10011120,014,臺南縣佳里鎮,頂廍里
67000120,015,臺南市佳里區,嘉福里,10011120,015,臺南縣佳里鎮,嘉福里
67000120,016,臺南市佳里區,通興里,10011120,016,臺南縣佳里鎮,通興里
67000120,017,臺南市佳里區,蚶寮里,10011120,017,臺南縣佳里鎮,蚶寮里
67000120,018,臺南市佳里區,龍安里,10011120,018,臺南縣佳里鎮,龍安里
67000120,019,臺南市佳里區,民安里,10011120,019,臺南縣佳里鎮,民安里
67000120,020,臺南市佳里區,子龍里,10011120,020,臺南縣佳里鎮,子龍里
67000120,021,臺南市佳里區,三協里,10011120,021,臺南縣佳里鎮,三協里
,,,,,,,
67000130,001,臺南市學甲區,仁得里,10011130,006,臺南縣學甲鎮,仁得里
67000130,002,臺南市學甲區,新榮里,10011130,009,臺南縣學甲鎮,新榮里
67000130,003,臺南市學甲區,光華里,10011130,019,臺南縣學甲鎮,光華里
67000130,004,臺南市學甲區,宅港里,10011130,021,臺南縣學甲鎮,宅港里
67000130,005,臺南市學甲區,慈福里,10011130,027,臺南縣學甲鎮,慈福里
67000130,006,臺南市學甲區,秀昌里,10011130,028,臺南縣學甲鎮,秀昌里
67000130,007,臺南市學甲區,明宜里,10011130,029,臺南縣學甲鎮,明宜里
67000130,008,臺南市學甲區,豐和里,10011130,030,臺南縣學甲鎮,豐和里
67000130,009,臺南市學甲區,平和里,10011130,031,臺南縣學甲鎮,平和里
67000130,010,臺南市學甲區,新達里,10011130,032,臺南縣學甲鎮,新達里
67000130,011,臺南市學甲區,大灣里,10011130,033,臺南縣學甲鎮,大灣里
67000130,012,臺南市學甲區,三慶里,10011130,034,臺南縣學甲鎮,三慶里
67000130,013,臺南市學甲區,中洲里,10011130,035,臺南縣學甲鎮,中洲里
,,,,,,,
67000140,001,臺南市西港區,西港里,10011140,001,臺南縣西港鄉,西港村
67000140,002,臺南市西港區,南海里,10011140,002,臺南縣西港鄉,南海村
67000140,003,臺南市西港區,港東里,10011140,003,臺南縣西港鄉,港東村
67000140,004,臺南市西港區,檨林里,10011140,004,臺南縣西港鄉,檨林村
67000140,005,臺南市西港區,後營里,10011140,005,臺南縣西港鄉,後營村
67000140,006,臺南市西港區,營西里,10011140,006,臺南縣西港鄉,營西村
67000140,007,臺南市西港區,金砂里,10011140,007,臺南縣西港鄉,金砂村
67000140,008,臺南市西港區,劉厝里,10011140,008,臺南縣西港鄉,劉厝村
67000140,009,臺南市西港區,竹林里,10011140,009,臺南縣西港鄉,竹林村
67000140,010,臺南市西港區,永樂里,10011140,010,臺南縣西港鄉,永樂村
67000140,011,臺南市西港區,新復里,10011140,011,臺南縣西港鄉,新復村
67000140,012,臺南市西港區,慶安里,10011140,012,臺南縣西港鄉,慶安村
,,,,,,,
67000150,001,臺南市七股區,後港里,10011150,001,臺南縣七股鄉,後港村
67000150,002,臺南市七股區,大潭里,10011150,002,臺南縣七股鄉,大潭村
67000150,003,臺南市七股區,城內里,10011150,003,臺南縣七股鄉,城內村
67000150,004,臺南市七股區,篤加里,10011150,004,臺南縣七股鄉,篤加村
67000150,005,臺南市七股區,頂山里,10011150,005,臺南縣七股鄉,頂山村
67000150,006,臺南市七股區,西寮里,10011150,006,臺南縣七股鄉,西寮村
67000150,007,臺南市七股區,塩埕里,10011150,007,臺南縣七股鄉,塩埕村
67000150,008,臺南市七股區,龍山里,10011150,008,臺南縣七股鄉,龍山村
67000150,009,臺南市七股區,溪南里,10011150,009,臺南縣七股鄉,溪南村
67000150,010,臺南市七股區,七股里,10011150,010,臺南縣七股鄉,七股村
67000150,011,臺南市七股區,玉成里,10011150,011,臺南縣七股鄉,玉成村
67000150,012,臺南市七股區,大埕里,10011150,012,臺南縣七股鄉,大埕村
67000150,013,臺南市七股區,大寮里,10011150,013,臺南縣七股鄉,大寮村
67000150,014,臺南市七股區,看坪里,10011150,014,臺南縣七股鄉,看坪村
67000150,015,臺南市七股區,樹林里,10011150,015,臺南縣七股鄉,樹林村
67000150,016,臺南市七股區,竹港里,10011150,016,臺南縣七股鄉,竹港村
67000150,017,臺南市七股區,中寮里,10011150,017,臺南縣七股鄉,中寮村
67000150,018,臺南市七股區,竹橋里,10011150,018,臺南縣七股鄉,竹橋村
67000150,019,臺南市七股區,義合里,10011150,019,臺南縣七股鄉,義合村
67000150,020,臺南市七股區,槺榔里,10011150,020,臺南縣七股鄉,槺榔村
67000150,021,臺南市七股區,永吉里,10011150,021,臺南縣七股鄉,永吉村
67000150,022,臺南市七股區,三股里,10011150,022,臺南縣七股鄉,三股村
67000150,023,臺南市七股區,十份里,10011150,023,臺南縣七股鄉,十份村
,,,,,,,
67000160,001,臺南市將軍區,長榮里,10011160,001,臺南縣將軍鄉,長榮村
67000160,002,臺南市將軍區,西華里,10011160,002,臺南縣將軍鄉,西華村
67000160,003,臺南市將軍區,西和里,10011160,003,臺南縣將軍鄉,西和村
67000160,004,臺南市將軍區,忠興里,10011160,004,臺南縣將軍鄉,忠興村
67000160,005,臺南市將軍區,嘉昌里,10011160,005,臺南縣將軍鄉,嘉昌村
67000160,006,臺南市將軍區,保源里,10011160,006,臺南縣將軍鄉,保源村
67000160,007,臺南市將軍區,苓和里,10011160,007,臺南縣將軍鄉,苓和村
67000160,008,臺南市將軍區,仁和里,10011160,008,臺南縣將軍鄉,仁和村
67000160,009,臺南市將軍區,北埔里,10011160,009,臺南縣將軍鄉,北埔村
67000160,010,臺南市將軍區,將富里,10011160,010,臺南縣將軍鄉,將富村
67000160,011,臺南市將軍區,將貴里,10011160,011,臺南縣將軍鄉,將貴村
67000160,012,臺南市將軍區,三吉里,10011160,012,臺南縣將軍鄉,三吉村
67000160,013,臺南市將軍區,玉山里,10011160,013,臺南縣將軍鄉,玉山村
67000160,014,臺南市將軍區,廣山里,10011160,014,臺南縣將軍鄉,廣山村
67000160,015,臺南市將軍區,長沙里,10011160,015,臺南縣將軍鄉,長沙村
67000160,016,臺南市將軍區,平沙里,10011160,016,臺南縣將軍鄉,平沙村
67000160,017,臺南市將軍區,鯤鯓里,10011160,017,臺南縣將軍鄉,鯤鯓村
67000160,018,臺南市將軍區,鯤溟里,10011160,018,臺南縣將軍鄉,鯤溟村
,,,,,,,
67000170,001,臺南市北門區,保吉里,10011170,001,臺南縣北門鄉,保吉村
67000170,002,臺南市北門區,雙春里,10011170,002,臺南縣北門鄉,雙春村
67000170,003,臺南市北門區,東壁里,10011170,003,臺南縣北門鄉,東壁村
67000170,004,臺南市北門區,鯤江里,10011170,004,臺南縣北門鄉,鯤江村
67000170,005,臺南市北門區,北門里,10011170,005,臺南縣北門鄉,北門村
67000170,006,臺南市北門區,錦湖里,10011170,006,臺南縣北門鄉,錦湖村
67000170,007,臺南市北門區,三光里,10011170,007,臺南縣北門鄉,三光村
67000170,008,臺南市北門區,仁里里,10011170,008,臺南縣北門鄉,仁里村
67000170,009,臺南市北門區,玉港里,10011170,009,臺南縣北門鄉,玉港村
67000170,010,臺南市北門區,中樞里,10011170,010,臺南縣北門鄉,中樞村
67000170,011,臺南市北門區,慈安里,10011170,011,臺南縣北門鄉,慈安村
67000170,012,臺南市北門區,永華里,10011170,012,臺南縣北門鄉,永華村
67000170,013,臺南市北門區,永隆里,10011170,013,臺南縣北門鄉,永隆村
,,,,,,,
67000180,001,臺南市新化區,武安里,10011180,001,臺南縣新化鎮,武安里
67000180,002,臺南市新化區,東榮里,10011180,002,臺南縣新化鎮,東榮里
67000180,003,臺南市新化區,護國里,10011180,003,臺南縣新化鎮,護國里
67000180,004,臺南市新化區,太平里,10011180,004,臺南縣新化鎮,太平里
67000180,005,臺南市新化區,中央里,10011180,005,臺南縣新化鎮,中央里
67000180,006,臺南市新化區,觀音里,10011180,006,臺南縣新化鎮,觀音里
67000180,007,臺南市新化區,竹林里,10011180,007,臺南縣新化鎮,竹林里
67000180,008,臺南市新化區,清水里,10011180,008,臺南縣新化鎮,清水里
67000180,009,臺南市新化區,協興里,10011180,009,臺南縣新化鎮,協興里
67000180,010,臺南市新化區,唪口里,10011180,010,臺南縣新化鎮,唪口里
67000180,011,臺南市新化區,北勢里,10011180,011,臺南縣新化鎮,北勢里
67000180,012,臺南市新化區,豐榮里,10011180,012,臺南縣新化鎮,豐榮里
67000180,013,臺南市新化區,全興里,10011180,013,臺南縣新化鎮,全興里
67000180,014,臺南市新化區,崙頂里,10011180,014,臺南縣新化鎮,崙頂里
67000180,015,臺南市新化區,知義里,10011180,015,臺南縣新化鎮,知義里
67000180,016,臺南市新化區,山脚里,10011180,016,臺南縣新化鎮,山脚里？
67000180,017,臺南市新化區,大坑里,10011180,017,臺南縣新化鎮,大坑里
67000180,018,臺南市新化區,[上廿下那]拔里,10011180,018,臺南縣新化鎮,[上廿下那]拔里？
67000180,019,臺南市新化區,羊林里,10011180,019,臺南縣新化鎮,羊林里
67000180,020,臺南市新化區,礁坑里,10011180,020,臺南縣新化鎮,礁坑里
,,,,,,,
67000190,001,臺南市善化區,東關里,10011190,001,臺南縣善化鎮,東關里
67000190,002,臺南市善化區,坐駕里,10011190,002,臺南縣善化鎮,坐駕里
67000190,003,臺南市善化區,光文里,10011190,003,臺南縣善化鎮,光文里
